Address,Asking Price,Beds,Baths,Property Type,Energy Rating,Eircode,Local Property Tax,Agency Name,Agency Contact,Price Changes,URL
"6 Dodder Park Grove, Rathfarnham, Dublin 14, D14Y440","€750,000",3 Bed,2 Bath,Semi-D,D1,D14 Y440,€765,Quillsen,Quillsen Terenure,"Sold, €860,000, Mon Jul 08 2024; Sale Agreed, €750,000, Fri Mar 15 2024; Created, €750,000, Wed Feb 14 2024",https://mynest.ie/listing/116027/Dublin/6-dodder-park-grove-rathfarnham-dublin-14-d14y440
"229 Errigal Road, Drimnagh, Drimnagh, Dublin 12, D12R588","€365,000",3 Bed,1 Bath,Terrace,D1,D12 R588,€405,City Homes,Stephen O' Grady,"Sold, €470,000, Mon Jul 08 2024; Sale Agreed, €365,000, Thu Mar 21 2024; Created, €365,000, Wed Mar 06 2024",https://mynest.ie/listing/119150/Dublin/229-errigal-road-drimnagh-drimnagh-dublin-12-d12r588
"The Moorings, The Moorings, 13 Charleville Mall, North Strand, Dublin 1, D01H9R2","€750,000",6 Bed,3 Bath,Terrace,C2,D01 H9R2,€765,DNG Fairview,Rachel Cunningham,"Sold, €780,000, Mon Jul 08 2024; Sale Agreed, €750,000, Wed May 01 2024; Created, €750,000, Tue Mar 12 2024",https://mynest.ie/listing/119606/Dublin/the-moorings-the-moorings-13-charleville-mall-north-strand-dublin-1-d01h9r2
"Glencar, 11 Ashfield, Templeogue, Dublin 6W, D6WW592","€725,000",4 Bed,2 Bath,Detached,D1,D6W W592,€765,Vincent Finnegan,Gary Marshall,"Sold, €827,000, Mon Jul 08 2024; Sale Agreed, €725,000, Tue May 21 2024; Created, €725,000, Mon Apr 15 2024",https://mynest.ie/listing/125083/Dublin/glencar-11-ashfield-templeogue-dublin-6w-d6ww592
"7 Roebuck Drive, Perrystown, Perrystown, Dublin 12","€450,000",3 Bed,1 Bath,Terrace,D1,D12 WV07,€495,Howley Souhan Estate Agents,Janet,"Sold, €440,000, Fri Jul 05 2024; Sale Agreed, €450,000, Thu Feb 22 2024; Created, €450,000, Thu Sep 07 2023",https://mynest.ie/listing/93960/Dublin/7-roebuck-drive-perrystown-perrystown-dublin-12
"67 New Road, Clondalkin, Clondalkin, Dublin 22","€300,000",2 Bed,1 Bath,Semi-D,SI_666,D22 PA03,€315,Tom Maher & Co. Ltd,Tom Maher & Co.,"Sold, €435,000, Fri Jul 05 2024; Sale Agreed, €300,000, Tue Jul 25 2023; Created, €300,000, Fri Dec 16 2022",https://mynest.ie/listing/51815/Dublin/67-new-road-clondalkin-clondalkin-dublin-22
"6 Tara Cove, Balbriggan, Co. Dublin, K32FR90","€340,000",3 Bed,1 Bath,Semi-D,D1,K32 FR90,€315,DNG Wall Tuckey,Ailish Wall MIPAV,"Sold, €325,000, Fri Jul 05 2024; Sale Agreed, €340,000, Fri Apr 19 2024; Created, €340,000, Wed Nov 08 2023",https://mynest.ie/listing/104197/Dublin/6-tara-cove-balbriggan-co-dublin-k32fr90
"6 Hermitage View, Rathfarnham, Rathfarnham, Dublin 16, D16YA38","€815,000",4 Bed,3 Bath,Detached,D2,D16 YA38,€855,Mark Kelly & Associates,Belinda Kelly,"Sold, €825,000, Fri Jul 05 2024; Sale Agreed, €815,000, Mon Jul 08 2024; Created, €815,000, Tue Apr 16 2024",https://mynest.ie/listing/125321/Dublin/6-hermitage-view-rathfarnham-rathfarnham-dublin-16-d16ya38
"Apartment 6, Eaton Green, Rathcoole, Co. Dublin, D24NW10","€250,000",2 Bed,2 Bath,Apartment,B2,D24 NW10,€225,Ventura Properties,Barry Feenan,"Sold, €266,000, Fri Jul 05 2024; Sale Agreed, €250,000, Thu Apr 04 2024; Created, €250,000, Tue Mar 12 2024",https://mynest.ie/listing/119622/Dublin/apartment-6-eaton-green-rathcoole-co-dublin-d24nw10
"45 Russell Avenue, Drumcondra, Drumcondra, Dublin 3, D03HP82","€489,000",3 Bed,2 Bath,Terrace,D1,D03 HP82,€495,GWD Central Ltd.,John Ronan MIPAV,"Sold, €489,000, Fri Jul 05 2024; Sale Agreed, €489,000, Mon Apr 15 2024; Created, €489,000, Tue Mar 05 2024",https://mynest.ie/listing/118967/Dublin/45-russell-avenue-drumcondra-drumcondra-dublin-3-d03hp82
"40 Sitric Road, Stoneybatter, Dublin 7","€355,000",2 Bed,1 Bath,Terrace,E2,D07 T8P0,€405,North's Property,Danielle Stephenson,"Sold, €382,500, Fri Jul 05 2024; Sale Agreed, €355,000, Wed Nov 15 2023; Created, €355,000, Thu Oct 05 2023",https://mynest.ie/listing/99047/Dublin/40-sitric-road-stoneybatter-dublin-7
"311 Palmerstown Woods, Clondalkin, D22 VH26, Dublin 22","€275,000",3 Bed,1 Bath,Semi-D,D1,D22 VH26,€315,Ray Cooke Auctioneers Clondalkin,James Droney,"Sold, €315,000, Fri Jul 05 2024; Unlisted, €275,000, Fri Sep 22 2023; Created, €275,000, Fri Aug 25 2023",https://mynest.ie/listing/92079/Dublin/311-palmerstown-woods-clondalkin-d22-vh26-dublin-22
"22 The Gables, Grange View Road, Clondalkin, Dublin 22","€225,000",2 Bed,1 Bath,Apartment,D1,D22 EC94,€225,BROE Auctioneers,Shauna O'Brien M.I.P.A.V,"Sold, €250,000, Fri Jul 05 2024; Unlisted, €225,000, Fri Jan 12 2024; Created, €225,000, Tue Sep 12 2023",https://mynest.ie/listing/95114/Dublin/22-the-gables-grange-view-road-clondalkin-dublin-22
"22 The Gables, Grange View Road, Clondalkin, Dublin 22, D22EC94","€225,000",2 Bed,1 Bath,Apartment,C3,D22 EC94,€225,BROE Auctioneers,Shauna O'Brien M.I.P.A.V,"Sold, €250,000, Fri Jul 05 2024; Unlisted, €225,000, Wed Apr 03 2024; Created, €225,000, Fri Jan 05 2024",https://mynest.ie/listing/109510/Dublin/22-the-gables-grange-view-road-clondalkin-dublin-22-d22ec94
"15 Glen Ellan Avenue, Swords, Co. Dublin","€535,000",4 Bed,1 Bath,Semi-D,C1,K67 A6C6,€585,Flynn Estate Agents,Flynn & Associates Swords,"Sold, €560,000, Fri Jul 05 2024; Sale Agreed, €535,000, Wed Oct 25 2023; Created, €535,000, Fri Sep 15 2023",https://mynest.ie/listing/95797/Dublin/15-glen-ellan-avenue-swords-co-dublin
"92 The Dunes, Portmarnock, Co. Dublin","€775,000",6 Bed,2 Bath,Detached,C3,D13 TX37,€765,Corry Estates,Andrew Corry BSc Hons Assoc RICS Assoc SCSI,"Sold, €775,000, Thu Jul 04 2024; Sale Agreed, €775,000, Wed Dec 06 2023; Created, €775,000, Thu Aug 31 2023",https://mynest.ie/listing/93116/Dublin/92-the-dunes-portmarnock-co-dublin
"92 The Dunes, Portmarnock, Co. Dublin, D13TX37","€775,000",6 Bed,2 Bath,Detached,C3,D13 TX37,€765,Corry Estates,Andrew Corry - BScHons MRICS MSCSI,"Sold, €775,000, Thu Jul 04 2024; Sale Agreed, €775,000, Fri Apr 19 2024; Created, €775,000, Fri Mar 01 2024",https://mynest.ie/listing/118542/Dublin/92-the-dunes-portmarnock-co-dublin-d13tx37
"61 West Road, East Wall, Dublin 3, D03YT22","€425,000",2 Bed,1 Bath,Terrace,F,D03 YT22,€405,DNG Fairview,Rachel Cunningham,"Sold, €457,000, Thu Jul 04 2024; Sale Agreed, €425,000, Fri Apr 12 2024; Created, €425,000, Mon Feb 19 2024",https://mynest.ie/listing/116637/Dublin/61-west-road-east-wall-dublin-3-d03yt22
"41 Ely Close, Old Court Road, Firhouse, Dublin 24","€395,000",3 Bed,3 Bath,Semi-D,C3,D24 C6NX,€405,Sherry FitzGerald Templeogue,Mia Duffy,"Sold, €300,000, Thu Jul 04 2024; Unlisted, €395,000, Sat Oct 07 2023; Created, €395,000, Thu Aug 31 2023",https://mynest.ie/listing/93077/Dublin/41-ely-close-old-court-road-firhouse-dublin-24
"10 Forest Walk, Swords, Co. Dublin","€295,000",2 Bed,1 Bath,Semi-D,E1,K67 HC96,€315,Mason Estates Phibsboro,Laura Purcell,"Sold, €340,007, Thu Jul 04 2024; Sale Agreed, €295,000, Mon Oct 30 2023; Created, €295,000, Fri Sep 22 2023",https://mynest.ie/listing/97169/Dublin/10-forest-walk-swords-co-dublin
"90 Milltown Hall, Mount Saint Annes, Milltown, Dublin 6, D06NA72","€630,000",2 Bed,2 Bath,Apartment,B3,D06 NA72,€675,Bergins Property Consultants,Sara Bergin MIPAV MSCSI,"Sold, €685,000, Wed Jul 03 2024; Sale Agreed, €630,000, Tue May 28 2024; Created, €630,000, Tue Apr 23 2024",https://mynest.ie/listing/126557/Dublin/90-milltown-hall-mount-saint-annes-milltown-dublin-6-d06na72
"8 College Street, Baldoyle, Baldoyle, Dublin 13","€335,000",2 Bed,1 Bath,Bungalow,G,D13 E7P4,€315,Smith & Butler Estates,Oisin McCormack,"Sold, €433,921, Wed Jul 03 2024; Unlisted, €335,000, Tue Sep 12 2023; Created, €335,000, Fri May 26 2023",https://mynest.ie/listing/76042/Dublin/8-college-street-baldoyle-baldoyle-dublin-13
"8 College Street, Baldoyle, Baldoyle, Dublin 13, D13E7P4","€370,000",2 Bed,1 Bath,Terrace,G,D13 E7P4,€405,Smith & Butler Estates,Danny Butler,"Sold, €433,921, Wed Jul 03 2024; Sale Agreed, €370,000, Mon Jul 01 2024; Created, €370,000, Tue Feb 13 2024",https://mynest.ie/listing/115857/Dublin/8-college-street-baldoyle-baldoyle-dublin-13-d13e7p4
"Apartment 124, Rathborne Court, Ashtown, Dublin 15, D15V638","€360,000",2 Bed,2 Bath,Apartment,C3,D15 V638,€405,"DFM Auctioneers, Estate Agents & Valuers",DFM,"Sold, €389,000, Wed Jul 03 2024; Sale Agreed, €360,000, Tue Apr 16 2024; Created, €360,000, Tue Apr 02 2024",https://mynest.ie/listing/123038/Dublin/apartment-124-rathborne-court-ashtown-dublin-15-d15v638
"1 Saint Lawrence Terrace, Howth, Dublin 13, D13PK76","€495,000",3 Bed,1 Bath,Semi-D,G,D13 PK76,€495,JB Kelly,"Dave Kelly MIPAV, MCEI, TRV","Sold, €580,000, Wed Jul 03 2024; Sale Agreed, €495,000, Tue Feb 20 2024; Created, €495,000, Thu Jan 25 2024",https://mynest.ie/listing/113400/Dublin/1-saint-lawrence-terrace-howth-dublin-13-d13pk76
"Tresillian House, Brighton Road, Foxrock, Dublin 18","€2,500,000",5 Bed,4 Bath,Detached,SI_666,D18 X0E4,"€2,830",Knight Frank,Tara Jerman,"Sold, €2,900,000, Tue Jul 02 2024; Unlisted, €2,500,000, Thu May 11 2023; Price Drop, €2,500,000, Thu May 04 2023; Created, €3,500,000, Mon Oct 24 2022",https://mynest.ie/listing/28408/Dublin/tresillian-house-brighton-road-foxrock-dublin-18
"77 Boroimhe Hazel, Swords, Co. Dublin, K67D627","€375,000",3 Bed,3 Bath,Duplex,C1,K67 D627,€405,Morton & Flanagan Ltd.,Jane Morton,"Sold, €418,500, Tue Jul 02 2024; Sale Agreed, €375,000, Wed Apr 03 2024; Created, €375,000, Fri Mar 01 2024",https://mynest.ie/listing/118548/Dublin/77-boroimhe-hazel-swords-co-dublin-k67d627
"22 Prospect Lawn, The Park, Cabinteely, Dublin 18, D18A4N9","€645,000",3 Bed,1 Bath,Detached,D2,D18 A4N9,€675,Sherry FitzGerald Foxrock,Rena O'Kelly,"Sold, €680,000, Tue Jul 02 2024; Sale Agreed, €645,000, Fri Apr 19 2024; Created, €645,000, Thu Apr 04 2024",https://mynest.ie/listing/123427/Dublin/22-prospect-lawn-the-park-cabinteely-dublin-18-d18a4n9
"19 Rochfort Grove, Lucan, Lucan, Co. Dublin, K78E8W6","€407,000",3 Bed,3 Bath,Semi-D,E1,K78 E8W6,€405,,Maya Sunario,"Sold, €420,000, Tue Jul 02 2024; Unlisted, €407,000, Tue Jun 11 2024; Created, €407,000, Thu Apr 04 2024",https://mynest.ie/listing/123388/Dublin/19-rochfort-grove-lucan-lucan-co-dublin-k78e8w6
"Apartment 1, Caryle House, 27b Church Street, Howth, Dublin 13, D13YT67","€350,000",1 Bed,1 Bath,Apartment,SI_666,D13 YT67,€315,,Private User,"Sold, €215,000, Mon Jul 01 2024; Unlisted, €350,000, Fri Sep 13 2024; Price Rise, €350,000, Mon Aug 05 2024; Relisted, €300,000, Thu Jul 18 2024; Unlisted, €300,000, Tue Jul 16 2024; Created, €300,000, Tue Apr 16 2024",https://mynest.ie/listing/125334/Dublin/apartment-1-caryle-house-27b-church-street-howth-dublin-13-d13yt67
"96 Boot Road, Clondalkin, Clondalkin, Dublin 22, D22Y7V0","€320,000",3 Bed,1 Bath,Semi-D,SI_666,D22 Y7V0,€315,BROE Auctioneers,Declan Molloy M.I.P.A.V,"Sold, €372,000, Mon Jul 01 2024; Sale Agreed, €320,000, Fri Jun 14 2024; Created, €320,000, Thu Mar 28 2024",https://mynest.ie/listing/122568/Dublin/96-boot-road-clondalkin-clondalkin-dublin-22-d22y7v0
"7 Glenview Park, Tallaght, Tallaght, Dublin 24, D24X3KC","€360,000",3 Bed,1 Bath,Terrace,E1,D24 X3KC,€405,REMAX Property Associates,Cormac Gartlan M.I.P.A.V. T.R.V.,"Sold, €420,000, Mon Jul 01 2024; Sale Agreed, €360,000, Thu Mar 21 2024; Created, €360,000, Wed Feb 28 2024",https://mynest.ie/listing/118120/Dublin/7-glenview-park-tallaght-tallaght-dublin-24-d24x3kc
"22 Crannagh Castle, Crannagh Road, Rathfarnham, Dublin 14, D14CC03","€425,000",2 Bed,1 Bath,Apartment,B3,D14 CC03,€405,DNG Rathfarnham,Dan Steen,"Sold, €460,000, Mon Jul 01 2024; Sale Agreed, €425,000, Tue Apr 02 2024; Created, €425,000, Fri Feb 09 2024",https://mynest.ie/listing/115421/Dublin/22-crannagh-castle-crannagh-road-rathfarnham-dublin-14-d14cc03
"7 Ardeen, Lucan, Co. Dublin, K78K5R2","€389,000",3 Bed,2 Bath,Semi-D,C3,K78 K5R2,€405,Sherry FitzGerald Lucan,Thomas Fitzpatrick,"Sold, €452,000, Fri Jun 28 2024; Sale Agreed, €389,000, Sat Mar 16 2024; Created, €389,000, Wed Feb 28 2024",https://mynest.ie/listing/118168/Dublin/7-ardeen-lucan-co-dublin-k78k5r2
"38 Belmont Lawn Stillorgan Road Blackrock, Blackrock, Co. Dublin, A94DK00","€1,395,000",4 Bed,4 Bath,Detached,A3,A94 DK00,"€1,846",Lisney Sotheby's International Realty (Blackrock),Ann-Marie McCoy,"Sold, €1,550,000, Fri Jun 28 2024; Sale Agreed, €1,395,000, Mon May 13 2024; Created, €1,395,000, Tue Mar 19 2024",https://mynest.ie/listing/121072/Dublin/38-belmont-lawn-stillorgan-road-blackrock-blackrock-co-dublin-a94dk00
"Apt. 37, Alen Hall, Belgard Square Tallaght, Dublin 17, D24DH79","€260,000",2 Bed,2 Bath,Apartment,C3,D24 DH79,€225,Lansdowne Partnership Estate Agents,Christina Simons,"Sold, €270,000, Fri Jun 28 2024; Sale Agreed, €260,000, Fri May 10 2024; Created, €260,000, Fri May 03 2024",https://mynest.ie/listing/128609/Dublin/apt-37-alen-hall-belgard-square-tallaght-dublin-17-d24dh79
"Apartment 37, Alen Hall, Belgard Square, Tallaght, Dublin 24, D24DH79","€260,000",2 Bed,2 Bath,Apartment,C3,D24 DH79,€225,Leonard Wilson Keenan Estates & Letting Agents,Michael Dunne,"Sold, €270,000, Fri Jun 28 2024; Unlisted, €260,000, Mon Jan 08 2024; Created, €260,000, Tue Nov 28 2023",https://mynest.ie/listing/106818/Dublin/apartment-37-alen-hall-belgard-square-tallaght-dublin-24-d24dh79
"Apartment 37. Alen Hall, Belgard Square, Tallaght, Dublin 24, D24DH79","€260,000",2 Bed,2 Bath,Apartment,C3,D24 DH79,€225,Leonard Wilson Keenan Estates & Letting Agents,Michael Dunne,"Sold, €270,000, Fri Jun 28 2024; Unlisted, €260,000, Mon Apr 22 2024; Created, €260,000, Fri Jan 05 2024",https://mynest.ie/listing/109441/Dublin/apartment-37-alen-hall-belgard-square-tallaght-dublin-24-d24dh79
"3 Bracken Park Close, Castleknock, Dublin 15, D15XA5X","€950,000",5 Bed,3 Bath,Semi-D,A2,D15 XA5X,€945,Sherry FitzGerald Castleknock,Julian Cotter,"Sold, €1,215,000, Fri Jun 28 2024; Sale Agreed, €950,000, Fri Mar 15 2024; Created, €950,000, Sat Feb 10 2024",https://mynest.ie/listing/115582/Dublin/3-bracken-park-close-castleknock-dublin-15-d15xa5x
"2 The Hawthorns, Castleknock, Dublin 15","€1,495,000",5 Bed,5 Bath,Detached,B3,D15 EVW5,"€2,284",Sherry FitzGerald Castleknock,Michelle Curran,"Sold, €1,425,000, Fri Jun 28 2024; Sale Agreed, €1,495,000, Fri Mar 15 2024; Price Drop, €1,495,000, Wed Sep 20 2023; Created, €1,550,000, Fri Jun 23 2023",
"169 St. Peters Road, Walkinstown, Greenhills, Dublin 12, D12H3C6","€385,000",3 Bed,1 Bath,Terrace,D2,D12 H3C6,€405,DNG Tallaght,Marc Browne,"Sold, €430,000, Fri Jun 28 2024; Sale Agreed, €385,000, Fri Mar 15 2024; Created, €385,000, Tue Jan 23 2024",https://mynest.ie/listing/112598/Dublin/169-st-peters-road-walkinstown-greenhills-dublin-12-d12h3c6
"96 Le Fanu Road, Ballyfermot, Dublin 10","€285,000",3 Bed,2 Bath,Semi-D,G,D10 A039,€315,Auctioneera.ie,Auctioneera Dublin Office,"Sold, €351,000, Thu Jun 27 2024; Unlisted, €285,000, Tue Oct 31 2023; Created, €285,000, Fri Sep 22 2023",https://mynest.ie/listing/97196/Dublin/96-le-fanu-road-ballyfermot-dublin-10
"96 Le Fanu Road, Ballyfermot, Ballyfermot, Dublin 10, D10A039","€270,000",2 Bed,1 Bath,Semi-D,G,D10 A039,€315,Berkeley & Associates,Berkeley & Associates,"Sold, €351,000, Thu Jun 27 2024; Sale Agreed, €270,000, Thu Feb 29 2024; Created, €270,000, Fri Feb 16 2024",https://mynest.ie/listing/116446/Dublin/96-le-fanu-road-ballyfermot-ballyfermot-dublin-10-d10a039
"45 Blythe Avenue, East Wall, East Wall, Dublin 3","€495,000",7 Bed,6 Bath,End of Terrace,D2,D03 KN72,€495,Leonard Wilson Keenan Estates & Letting Agents,Multi Award Winning Team Patrick Leonard,"Sold, €750,000, Wed Jun 26 2024; Unlisted, €495,000, Mon Jan 09 2023; Created, €495,000, Mon Oct 24 2022",https://mynest.ie/listing/31941/Dublin/45-blythe-avenue-east-wall-east-wall-dublin-3
